iter	RMSE
670	0.3476792238
671	0.3472615626
672	0.3468092031
673	0.3450740342
674	0.3447341279
675	0.3442917456
676	0.3437374496
677	0.3428595638
678	0.3416159399
679	0.3410915917
680	0.340526305
681	0.340274855
682	0.3399356481
683	0.3394762364
684	0.3391730889
685	0.338454959
686	0.3378575805
687	0.3374658895
688	0.3371898962
689	0.3367915748
690	0.3361245147
691	0.3356841823
692	0.3352609797
693	0.3350809777
694	0.334848406
695	0.3336939442
696	0.333248051
697	0.3322425082
698	0.3307465984
699	0.3306602381
700	0.3297167692
701	0.32933361
702	0.3287536525
703	0.3285128564
704	0.3280580908
705	0.3275568382
706	0.3263355956
707	0.3260322596
708	0.3257353611
709	0.3255038649
710	0.3249088754
711	0.3246588514
712	0.3242400698
713	0.3240206464
714	0.3236522926
715	0.3232697817
716	0.3231464967
717	0.322653087
718	0.3222619401
719	0.3209894122
720	0.3207659437
721	0.3204860855
722	0.3202624368
723	0.3195164338
724	0.3183995792
725	0.3181841925
726	0.3180737737
727	0.3174444959
728	0.3170884014
729	0.3157242459
730	0.3155482286
731	0.3151769942
732	0.3137991546
733	0.3122178008
734	0.3118530885
735	0.3109579727
736	0.3104026739
737	0.3102222341
738	0.3101343709
739	0.3088536339
740	0.3082472797
741	0.308036753
742	0.3066391115
743	0.3063383659
744	0.3061736165
745	0.305892158
746	0.3055428663
747	0.3043445816
748	0.3037235694
749	0.3031170717
750	0.3027672726
751	0.3026459663
752	0.3024122095
753	0.3018374132
754	0.3016485238
755	0.3007281898
756	0.3003774308
757	0.2995215076
758	0.2983193776
759	0.297735264
760	0.2971783692
761	0.2969644512
762	0.2967863513
763	0.2962780778
764	0.2959568193
765	0.2956554685
766	0.2953715742
767	0.294766902
768	0.2941244679
769	0.2938711154
770	0.2935311384
771	0.2929600018
772	0.2924429136
773	0.292206886
774	0.2920478273
775	0.2912378977
776	0.2906353708
777	0.2903132416
778	0.2896210182
779	0.2893188442
780	0.2890025439
781	0.2884851541
782	0.2884164655
783	0.2881735228
784	0.2875561693
785	0.2869749729
786	0.2863584346
787	0.2856770936
788	0.2855525794
789	0.2843300705
790	0.2842168689
791	0.283886987
792	0.2833696697
793	0.2830279691
794	0.2828407567
795	0.282335859
796	0.282046644
797	0.2809156872
798	0.2806929442
799	0.2801564355
800	0.2799938008
801	0.2794767995
802	0.2781803945
803	0.2780179772
804	0.2776824974
805	0.2775795542
806	0.2770947794
807	0.2768957645
808	0.2764976472
809	0.2761382482
810	0.274816024
811	0.2744301028
812	0.2738925891
813	0.273472538
814	0.2730344588
815	0.2725845369
816	0.2712422774
817	0.2706052799
818	0.2704465448
819	0.2703603072
820	0.2700892863
821	0.2697041948
822	0.2690694761
823	0.2687698639
824	0.2678360091
825	0.2668960415
826	0.2665878067
827	0.2664319187
828	0.2663682125
829	0.2661809553
830	0.2657109919
831	0.2656544656
832	0.2653278256
833	0.2646809911
834	0.2644161163
835	0.2642688667
836	0.2636646827
837	0.2634167915
838	0.2632629826
839	0.2630409989
840	0.2628876056
841	0.2627399953
842	0.2624404955
843	0.2613055421
844	0.2608673759
845	0.2601001114
846	0.259958964
847	0.2589534173
848	0.258424863
849	0.2580728439
850	0.2575716792
851	0.2573070116
852	0.2571680282
853	0.2565487904
854	0.2558592495
855	0.2553391019
856	0.2551902367
857	0.254949543
858	0.2547841534
859	0.254630737
860	0.2537158889
861	0.2530961348
862	0.2529199735
863	0.251957405
864	0.2517238967
865	0.2515891744
866	0.2509902574
867	0.2500112323
868	0.2497327747
869	0.2489751158
870	0.2483483788
871	0.2473971979
872	0.2464443222
873	0.2463125804
874	0.2458501031
875	0.2455929213
876	0.2453597097
877	0.2451728043
878	0.2449904313
879	0.2447531596
880	0.244480118
881	0.2443140797
882	0.2438849504
883	0.2436411045
884	0.2431500523
885	0.2428927143
886	0.2417450556
887	0.2415390833
888	0.2414209836
889	0.2409405778
890	0.240843845
891	0.2398067496
892	0.2395652581
893	0.2391348185
894	0.2389013324
895	0.2382409901
896	0.2377383882
897	0.2375847771
898	0.2373228391
899	0.2369127607
900	0.2366251319
901	0.2363320714
902	0.2361284162
903	0.2359991266
904	0.2353628564
905	0.2352183755
906	0.2346603831
907	0.2344505729
908	0.2342774193
909	0.2340115546
910	0.2334826655
911	0.2331619893
912	0.2327891511
913	0.2320617393
914	0.2319067417
915	0.2315204739
916	0.2307027081
917	0.2304938105
918	0.2302416967
919	0.2298506752
920	0.2292444515
921	0.229035708
922	0.2287914622
923	0.2286680326
924	0.2282365464
925	0.2281277405
926	0.2279459097
927	0.2276967998
928	0.2274836686
929	0.2272022933
930	0.2269518523
931	0.2267362637
932	0.2265298637
933	0.2262759251
934	0.2261276165
935	0.2258661113
936	0.2257531501
937	0.2254293077
938	0.2253264912
939	0.225141791
940	0.2249368701
941	0.22469586
942	0.2244213427
943	0.2241196922
944	0.2239210662
945	0.2238362287
946	0.2237417811
947	0.2229655339
948	0.2227615186
949	0.2226171056
950	0.2222581287
951	0.2221563274
952	0.2214423568
953	0.2209931224
954	0.2206429043
955	0.2204676072
956	0.2201569147
957	0.2200681913
958	0.2191065866
959	0.2189505834
960	0.218226968
961	0.2175001398
962	0.217336719
963	0.2168891153
964	0.216807505
965	0.2161140587
966	0.2159376722
967	0.2158165493
968	0.2148866902
969	0.2146798291
970	0.2140792506
971	0.2140000825
972	0.2139034616
973	0.2129317998
974	0.2125893378
975	0.2123410791
976	0.2120863588
977	0.2119324174
978	0.2115665278
979	0.2112563333
980	0.2111114216
981	0.2103961304
982	0.2097217912
983	0.2090551847
984	0.2086673478
985	0.2084389596
986	0.2078255682
987	0.2075784573
988	0.2070932265
989	0.2066065379
990	0.206465397
991	0.2060981685
992	0.2059989246
993	0.2056224035
994	0.2053623762
995	0.2048669875
996	0.2045038175
997	0.2042589216
998	0.2038073631
999	0.2034753803
